"","x"
"1",0.927288663806394
"2",0.559392636874691
"3",0.526202728506178
"4",0.706430700607598
"5",0.392843047389761
"6",0.404216391034424
"7",0.284549760399386
"8",0.328048231080174
"9",0.328048231080174
"10",0.609478127211332
"11",0.446962327929214
"12",0.56564805470407
"13",0.0753716235049069
"14",0.541297849267721
"15",0.162349991733208
"16",0.453830032842234
"17",0.453830032842234
"18",0.777085461188108
"19",0.777085461188108
"20",0.703021561959758
"21",0.790955326752737
"22",0.790955326752737
"23",0.40970633761026
"24",0.40970633761026
"25",0.758750005392358
"26",0.849042282439768
"27",0.639208944514394
"28",0.955604497110471
"29",0.955604497110471
"30",0.955604497110471
"31",0.955604497110471
"32",0.955604497110471
"33",0.955604497110471
"34",0.141515297815204
"35",0.869822429260239
"36",0.916376794455573
"37",0.916376794455573
"38",0.539319863077253
"39",0.627187569858506
"40",0.48508541402407
"41",0.731358776567504
"42",0.731358776567504
"43",0.968563528265804
"44",0.968563528265804
"45",0.968563528265804
"46",0.968563528265804
"47",0.347751718247309
"48",0.739596831146628
"49",0.739596831146628
"50",0.575471312971786
"51",0.822666489286348
"52",0.822666489286348
"53",0.822666489286348
"54",0.822666489286348
"55",0.498974337475374
"56",0.26757984701544
"57",0.65860703564249
"58",0.439800806110725
"59",0.755714445607737
"60",0.325754255522043
"61",0.279570436337963
"62",0.728836137102917
"63",0.756060199579224
"64",0.756060199579224
"65",0.960418074857444
"66",0.584492488298565
"67",0.739269131328911
"68",0.32231831131503
"69",0.32231831131503
"70",0.32231831131503
"71",0.858411981957033
"72",0.708587247645482
"73",0.426939107012004
"74",0.42039081430994
"75",0.384470417397097
"76",0.384470417397097
"77",0.214772013016045
"78",0.484780506696552
"79",0.907912540948018
"80",0.907912540948018
"81",0.502924886299297
"82",0.730432553449646
"83",0.495426248060539
"84",0.495426248060539
"85",0.711610357044265
"86",0.714747585589066
"87",0.398910881252959
"88",0.484729010146111
"89",0.541983418399468
"90",0.541983418399468
"91",0.187869057059288
"92",0.333013155031949
"93",0.304123666835949
"94",0.273688019020483
"95",0.522058425238356
"96",0.418748036958277
"97",0.418748036958277
"98",0.418748036958277
"99",0.615599954035133
"100",0.991279697744176
"101",0.991279697744176
"102",0.991279697744176
"103",0.991279697744176
"104",0.991279697744176
"105",0.796605458715931
"106",0.477133778156713
"107",0.477133778156713
"108",0.607634473359212
"109",0.734773739008233
"110",0.734773739008233
"111",0.734773739008233
"112",0.549999443115667
"113",0.688981075771153
"114",0.688981075771153
"115",0.688981075771153
"116",0.688981075771153
"117",0.755157538456842
"118",0.490800020750612
"119",0.60419094725512
"120",0.557020496111363
"121",0.557020496111363
"122",0.0544573168735951
"123",0.428459962364286
"124",0.172119312454015
"125",0.0163335122633725
"126",0.537308553466573
"127",0.537308553466573
"128",0.537308553466573
"129",0.537308553466573
"130",0.541276373667642
"131",0.754154326627031
"132",0.754154326627031
"133",0.828518905444071
"134",0.638133162632585
"135",0.771613252582029
"136",0.372969262534752
"137",0.97479350795038
"138",0.97479350795038
"139",0.462245253380388
"140",0.891937125939876
"141",0.891937125939876
"142",0.804954383056611
"143",0.804954383056611
"144",0.985122928395867
"145",0.985122928395867
"146",0.985122928395867
"147",0.744906983571127
"148",0.879432864254341
"149",0.663200429175049
"150",0.930753134191036
"151",0.974449131870642
"152",0.435476365499198
"153",0.365289262728766
"154",0.949283324414864
"155",0.949283324414864
"156",0.766791159054264
"157",0.766791159054264
"158",0.766791159054264
"159",0.636734341271222
"160",0.218169009312987
"161",0.752063867170364
"162",0.827789595117792
"163",0.878902744036168
"164",0.878902744036168
"165",0.878902744036168
"166",0.552761769620702
"167",0.59759500133805
"168",0.543861494865268
"169",0.405023193685338
"170",0.414981732377782
"171",0.414981732377782
"172",0.302807077765465
"173",0.302807077765465
"174",0.242681981995702
"175",0.892097668256611
"176",0.1339313716162
"177",0.710008520865813
"178",0.557693182956427
"179",0.557693182956427
"180",0.469186995644122
"181",0.313256716122851
"182",0.673564163036644
"183",0.953887408832088
"184",0.953887408832088
"185",0.953887408832088
"186",0.953887408832088
"187",0.953887408832088
"188",0.953887408832088
"189",0.953887408832088
"190",0.488989513600245
"191",0.488989513600245
"192",0.774475284852087
"193",0.351120272185653
"194",0.351120272185653
"195",0.563727252418175
"196",0.728486074600369
"197",0.727054903982207
"198",0.566482547903433
"199",0.566482547903433
"200",0.896844923263416
"201",0.583363892044872
"202",0.688505840953439
"203",0.635698630940169
"204",0.63117410428822
"205",0.553134623914957
"206",0.63560908078216
"207",0.936714969808236
"208",0.789541786303744
"209",0.280402849661186
"210",0.447989888722077
"211",0.343205941142514
"212",0.757438758155331
"213",0.936103355605155
"214",0.936103355605155
"215",0.936103355605155
"216",0.936103355605155
"217",0.657185567542911
"218",0.888515779282898
"219",0.727100325981155
"220",0.967053174739704
"221",0.967053174739704
"222",0.967053174739704
"223",0.809035182697698
"224",0.519098229473457
"225",0.203479894669726
"226",0.203479894669726
"227",0.229598804144189
"228",0.415501649025828
"229",0.909806807059795
"230",0.909806807059795
"231",0.909806807059795
"232",0.551161866635084
"233",0.551161866635084
"234",0.413710639346391
"235",0.320970617933199
"236",0.521052214782685
"237",0.521052214782685
"238",0.795519943814725
"239",0.429130258969963
"240",0.221148259472102
"241",0.403151775244623
"242",0.616482014767826
"243",0.925351105863228
"244",0.752134573180228
"245",0.517047208501026
"246",0.221614227164537
"247",0.426420685369521
"248",0.42019558348693
"249",0.832365649053827
"250",0.832365649053827
"251",0.878862050129101
"252",0.878862050129101
"253",0.734557596035302
"254",0.531668328214437
"255",0.531668328214437
"256",0.91658464143984
"257",0.84406050783582
"258",0.84406050783582
"259",0.684033010154963
"260",0.538555732695386
"261",0.352447828045115
"262",0.352447828045115
"263",0.452856559073552
"264",0.283559806179255
"265",0.474260529968888
"266",0.474260529968888
"267",0.982896890956908
"268",0.994312337832525
"269",0.318266880931333
"270",0.633234468055889
"271",0.633234468055889
"272",0.613415283383802
"273",0.548634306993335
"274",0.894551249220967
"275",0.894551249220967
"276",0.934765904909
"277",0.934765904909
"278",0.934765904909
"279",0.934765904909
"280",0.934765904909
"281",0.934765904909
"282",0.79421686171554
"283",0.79421686171554
"284",0.79421686171554
"285",0.79421686171554
"286",0.79421686171554
"287",0.79421686171554
"288",0.79421686171554
"289",0.861788341775537
"290",0.301567498827353
"291",0.309138073353097
"292",0.964401865610853
"293",0.542986798565835
"294",0.542986798565835
"295",0.491225349484012
"296",0.0963809329550713
"297",0.573359740199521
"298",0.625190271763131
"299",0.352967262268066
"300",0.681419616099447
"301",0.423532161395997
"302",0.423532161395997
"303",0.646833550417796
"304",0.744028257904574
"305",0.729943587211892
"306",0.766306559089571
"307",0.497165095061064
"308",0.946458277991042
"309",0.946458277991042
"310",0.936031117569655
"311",0.936031117569655
"312",0.936031117569655
"313",0.936031117569655
"314",0.770482255844399
"315",0.770482255844399
"316",0.770482255844399
"317",0.770482255844399
"318",0.288477931171656
"319",0.618476514937356
"320",0.948093503713608
"321",0.868796007940546
"322",0.602827178547159
"323",0.839581130770966
"324",0.839581130770966
"325",0.978558746399358
"326",0.978558746399358
"327",0.978558746399358
"328",0.560342303011566
"329",0.695983181009069
"330",0.260452482383698
"331",0.549562697764486
"332",0.743290050653741
"333",0.743290050653741
"334",0.41251939535141
"335",0.746723872143775
"336",0.746723872143775
"337",0.459487478481606
"338",0.184125115396455
"339",0.65563866798766
"340",0.65563866798766
"341",0.653140425682068
"342",0.922613623784855
"343",0.854643386090174
"344",0.716989143984392
"345",0.987358586164191
"346",0.0848838775418699
"347",0.295174633385614
"348",0.266340225469321
"349",0.768283506622538
"350",0.867746433475986
"351",0.340143004432321
"352",0.884424458956346
"353",0.884424458956346
"354",0.673787992913276
"355",0.673787992913276
"356",0.673787992913276
"357",0.487681669415906
"358",0.487681669415906
"359",0.373828144511208
"360",0.373828144511208
"361",0.760958289029077
"362",0.269561971072108
"363",0.294931062264368
"364",0.563602830050513
"365",0.594532712828368
"366",0.957598325796425
"367",0.752032361924648
"368",0.724315290804952
"369",0.919635297963396
"370",0.919635297963396
"371",0.919635297963396
"372",0.893800912890583
"373",0.893800912890583
"374",0.893800912890583
"375",0.531308047939092
"376",0.435748587362468
"377",0.935657809721306
"378",0.935657809721306
"379",0.896697599906474
"380",0.306267531821504
"381",0.497883157338947
"382",0.568439071299508
"383",0.927922809729353
"384",0.959340177709237
"385",0.50012075365521
"386",0.469933093059808
"387",0.469933093059808
"388",0.997691182419658
"389",0.997691182419658
"390",0.453118087723851
"391",0.406419281614944
"392",0.958110375097021
"393",0.339758786838502
"394",0.811230354709551
"395",0.994492040481418
"396",0.994492040481418
"397",0.986078832764179
"398",0.72898992151022
"399",0.72898992151022
"400",0.72898992151022
"401",0.273282635258511
"402",0.520198818296194
"403",0.520198818296194
"404",0.663165655918419
"405",0.81202698033303
"406",0.573212143266574
"407",0.573212143266574
"408",0.636407563928515
"409",0.864509313134477
"410",0.555344802560285
"411",0.828310960205272
"412",0.731034488417208
"413",0.731034488417208
"414",0.486047831596807
"415",0.486047831596807
"416",0.486047831596807
"417",0.486047831596807
"418",0.486047831596807
"419",0.974660160019994
"420",0.937119657173753
"421",0.511684988858178
"422",0.202618671348318
"423",0.542302072281018
"424",0.542302072281018
"425",0.915825051255524
"426",0.915825051255524
"427",0.915825051255524
"428",0.304153157165274
"429",0.347273575142026
"430",0.347545492229983
"431",0.347545492229983
"432",0.888552598888054
"433",0.888552598888054
"434",0.888552598888054
"435",0.788039674283937
"436",0.63866284978576
"437",0.820976963965222
"438",0.820976963965222
"439",0.719258109573275
"440",0.842571519082412
"441",0.150602351175621
"442",0.460546172922477
"443",0.989600623492151
"444",0.989600623492151
"445",0.912342861993238
"446",0.69196993787773
"447",0.69196993787773
"448",0.495470275869593
"449",0.758274314925075
"450",0.758274314925075
"451",0.68323643412441
"452",0.68323643412441
"453",0.68323643412441
"454",0.68323643412441
"455",0.578713196329772
"456",0.291131087578833
"457",0.889050519792363
"458",0.889050519792363
"459",0.889050519792363
"460",0.259231358068064
"461",0.369409180944785
"462",0.369409180944785
"463",0.369409180944785
"464",0.758473112247884
"465",0.758473112247884
"466",0.5792522423435
"467",0.71578316250816
"468",0.606993478955701
"469",0.965894500492141
"470",0.936567024327815
"471",0.777723529143259
"472",0.881106053013355
"473",0.850927216000855
"474",0.850927216000855
"475",0.850927216000855
"476",0.679463371401653
"477",0.898065579123795
"478",0.880666596116498
"479",0.880666596116498
"480",0.880666596116498
"481",0.388781666290015
"482",0.388781666290015
"483",0.964552921475843
"484",0.964552921475843
"485",0.964552921475843
"486",0.964552921475843
"487",0.245183958671987
"488",0.84491415694356
"489",0.496494541410357
"490",0.496494541410357
"491",0.52348494855687
"492",0.417097306111827
"493",0.956167567986995
"494",0.956167567986995
"495",0.956167567986995
"496",0.956167567986995
"497",0.840711376396939
"498",0.665207325248048
"499",0.486104451818392
"500",0.875474262284115
"501",0.710284404922277
"502",0.884581051999703
"503",0.884581051999703
"504",0.884581051999703
"505",0.725348189705983
"506",0.927723412867635
"507",0.701464868150651
"508",0.628270762506872
"509",0.716998883523047
"510",0.332989656133577
"511",0.332989656133577
"512",0.400792045518756
"513",0.400792045518756
"514",0.983146985294297
"515",0.781053170794621
"516",0.616437829099596
"517",0.479029783513397
"518",0.757984195370227
"519",0.757984195370227
"520",0.372714173048735
"521",0.372714173048735
"522",0.632117816712707
"523",0.632117816712707
"524",0.609964102739468
"525",0.609964102739468
"526",0.66948431218043
"527",0.186293827369809
"528",0.481001339619979
"529",0.136178822722286
"530",0.404391262680292
"531",0.478963441681117
"532",0.916842569829896
"533",0.916842569829896
"534",0.916842569829896
"535",0.755845760460943
"536",0.755845760460943
"537",0.522227586479858
"538",0.647888840874657
"539",0.524094006745145
"540",0.524094006745145
"541",0.930641719372943
"542",0.930641719372943
"543",0.623917326331139
"544",0.979917412623763
"545",0.60403122054413
"546",0.60403122054413
"547",0.60403122054413
"548",0.60403122054413
"549",0.467342360410839
"550",0.752546146977693
"551",0.431756899459288
"552",0.431756899459288
"553",0.518205038970336
"554",0.524667401798069
"555",0.524667401798069
"556",0.524667401798069
"557",0.524667401798069
"558",0.477628476452082
"559",0.477628476452082
"560",0.219100271118805
"561",0.28517629718408
"562",0.467396481893957
"563",0.883707821602002
"564",0.862658579135314
"565",0.858391393208876
"566",0.590239386539906
"567",0.573498037876561
"568",0.573498037876561
"569",0.81451341486536
"570",0.81451341486536
"571",0.584671503864229
"572",0.832398984115571
"573",0.832398984115571
"574",0.832398984115571
"575",0.832398984115571
"576",0.832398984115571
"577",0.832398984115571
"578",0.446822136407718
"579",0.658262963173911
"580",0.658262963173911
"581",0.658262963173911
"582",0.703659525373951
"583",0.793893571943045
"584",0.555859253043309
"585",0.848024348728359
"586",0.466303800465539
"587",0.737293733749539
"588",0.297865795437247
"589",0.2557001512032
"590",0.602806982817128
"591",0.601775084389374
"592",0.601775084389374
"593",0.869479851331562
"594",0.869479851331562
"595",0.75546333915554
"596",0.821609161794186
"597",0.211537532275543
"598",0.168577057076618
"599",0.491516147274524
"600",0.792907481780276
"601",0.792907481780276
"602",0.792907481780276
"603",0.600240781903267
"604",0.600240781903267
"605",0.600240781903267
"606",0.902608481468633
"607",0.802748607937247
"608",0.765421631513163
"609",0.765421631513163
"610",0.901330141117796
"611",0.903130752267316
"612",0.903130752267316
"613",0.903130752267316
"614",0.903130752267316
"615",0.903130752267316
"616",0.558739630039781
"617",0.471388717647642
"618",0.471388717647642
"619",0.299116931622848
"620",0.684674130519852
"621",0.918019440723583
"622",0.918019440723583
"623",0.609788213158026
"624",0.667161868186668
"625",0.893978300271556
"626",0.893978300271556
"627",0.893978300271556
"628",0.904606250114739
"629",0.973684845725074
"630",0.751802392071113
"631",0.678436067420989
"632",0.928141777170822
"633",0.928141777170822
