"","x"
"1",0.144961525384031
"2",0.232939053754513
"3",0.232939053754513
"4",0.232939053754513
"5",0.153627373386417
"6",0.397937231402759
"7",0.397937231402759
"8",0.397937231402759
"9",0.110537730351853
"10",0.261154027364784
"11",0.261154027364784
"12",0.109572034135514
"13",0.109572034135514
"14",0.21683080212359
"15",0.21683080212359
"16",0.21683080212359
"17",0.21683080212359
"18",0.21683080212359
"19",0.21683080212359
"20",0.301494868095873
"21",0.301494868095873
"22",0.301494868095873
"23",0.301494868095873
"24",0.223939107744404
"25",0.164973535284162
"26",0.159623957768595
"27",0.0966819549437137
"28",0.21180324548855
"29",0.21180324548855
"30",0.0782552560466839
"31",0.143628078404797
"32",0.242513900490955
"33",0.109433614259078
"34",0.100542166665085
"35",0.166940721204803
"36",0.166940721204803
"37",0.166940721204803
"38",0.288396724979903
"39",0.116947795707776
"40",0.259135408601927
"41",0.259135408601927
"42",0.259135408601927
"43",0.157466265675733
"44",0.158846255110228
"45",0.123013524649914
"46",0.172271271696617
"47",0.279673533239904
"48",0.326175384283977
"49",0.326175384283977
"50",0.159356564539287
"51",0.159356564539287
"52",0.159356564539287
"53",0.135843508282322
"54",0.10407440265542
"55",0.10407440265542
"56",0.10407440265542
"57",0.0489816207802993
"58",0.157651938841155
"59",0.157651938841155
"60",0.131839123543533
"61",0.0638572764583744
"62",0.0948864740991358
"63",0.194668943870593
"64",0.160285572348741
"65",0.223208686089594
"66",0.223208686089594
"67",0.223208686089594
"68",0.223208686089594
"69",0.223208686089594
"70",0.0698011248414792
"71",0.0698011248414792
"72",0.351553935297573
"73",0.351553935297573
"74",0.146609777944203
"75",0.433417876564559
"76",0.103868151693024
"77",0.187109320333483
"78",0.158243845515968
"79",0.158243845515968
"80",0.158243845515968
"81",0.118091728952909
"82",0.263792312664184
"83",0.13775757868769
"84",0.420367117061188
"85",0.420367117061188
"86",0.420367117061188
"87",0.242303153050999
"88",0.364050943325065
"89",0.364050943325065
"90",0.364050943325065
"91",0.205384225181708
"92",0.205384225181708
"93",0.205384225181708
"94",0.293075938858188
"95",0.446918021636092
"96",0.202122617123088
"97",0.0590873879196734
"98",0.17120128863108
"99",0.17120128863108
"100",0.204909497399719
"101",0.204909497399719
"102",0.159857421995704
"103",0.231515900973532
"104",0.416243671213692
"105",0.416243671213692
"106",0.416243671213692
"107",0.416243671213692
"108",0.207436116230218
"109",0.207436116230218
"110",0.207436116230218
"111",0.150081875546965
"112",0.358456528233214
"113",0.291984213588246
"114",0.102354557369254
"115",0.201187275976438
"116",0.204231405805436
"117",0.144442182678573
"118",0.223919919953774
"119",0.223919919953774
"120",0.223919919953774
"121",0.223919919953774
"122",0.274840941438679
"123",0.274840941438679
"124",0.274840941438679
"125",0.219188657427991
"126",0.219188657427991
"127",0.219188657427991
"128",0.219188657427991
"129",0.077789342421374
"130",0.352416726300919
"131",0.352416726300919
"132",0.289821137743377
"133",0.289821137743377
"134",0.289821137743377
"135",0.289821137743377
"136",0.289821137743377
"137",0.289821137743377
"138",0.289821137743377
"139",0.14333893519664
"140",0.14333893519664
"141",0.202963734134905
"142",0.202963734134905
"143",0.177196954162759
"144",0.177196954162759
"145",0.200824242399499
"146",0.174512709891508
"147",0.214708283814858
"148",0.124075220902887
"149",0.093970874158874
"150",0.093970874158874
"151",0.093970874158874
"152",0.152012454234972
"153",0.230432021920018
"154",0.0577010409328533
"155",0.0489035648111903
"156",0.073414420701014
"157",0.249143183032764
"158",0.206887076496842
"159",0.206887076496842
"160",0.206887076496842
"161",0.192848578164548
"162",0.131549785569188
"163",0.220196424084405
"164",0.206790815134739
"165",0.109558404918618
"166",0.0684538089029762
"167",0.190856337830101
"168",0.199889894443028
"169",0.541813091590424
"170",0.173531877497093
"171",0.179445392107173
"172",0.222432033296644
"173",0.0737797894115578
"174",0.0807270839739779
"175",0.0841173523817171
"176",0.17087066063279
"177",0.0609139720859733
"178",0.257397844274079
"179",0.197340119995219
"180",0.197340119995219
"181",0.111202900343041
"182",0.123926491723519
"183",0.123926491723519
"184",0.0608207574879159
"185",0.286277168457693
"186",0.286277168457693
"187",0.286277168457693
"188",0.286277168457693
"189",0.286277168457693
"190",0.180536591788918
"191",0.149727697931025
"192",0.182657673449239
"193",0.515869974697262
"194",0.124282690387758
"195",0.283595430520875
"196",0.119159620939989
"197",0.191440674076539
"198",0.0332148480568391
"199",0.0632165925306015
"200",0.0852338480866554
"201",0.0469657323846904
"202",0.109294143670975
"203",0.134768915251801
"204",0.214680925474908
"205",0.214680925474908
"206",0.233147171544872
"207",0.233147171544872
"208",0.128054186918537
"209",0.179178427968133
"210",0.205106051256904
"211",0.352044208553218
"212",0.352044208553218
"213",0.352044208553218
"214",0.352044208553218
"215",0.352044208553218
"216",0.212134668633932
"217",0.0427836632301738
"218",0.240113026496792
"219",0.240113026496792
"220",0.161290023087267
"221",0.0454799201882143
"222",0.381190182981344
"223",0.381190182981344
"224",0.0630914426228035
"225",0.123809594621427
"226",0.132935632580354
"227",0.132935632580354
"228",0.11916609168299
"229",0.273097440977824
"230",0.273097440977824
"231",0.0811416042488605
"232",0.144898644080132
"233",0.11816149471215
"234",0.16411269696865
"235",0.0321161630732576
"236",0.120268414688377
"237",0.120268414688377
"238",0.107484163037534
"239",0.107484163037534
"240",0.165138169717231
"241",0.165138169717231
"242",0.237709762540492
"243",0.237709762540492
"244",0.114566348978267
"245",0.153603071780981
"246",0.143008103509094
"247",0.116243388522517
"248",0.180318174875943
"249",0.125828061322376
"250",0.141186454109239
"251",0.23289591590715
"252",0.285746989600965
"253",0.206860359699448
"254",0.206860359699448
"255",0.475256742500417
"256",0.0765842702549978
"257",0.109106298645008
"258",0.0647485751465213
"259",0.191708122094372
"260",0.120310323671648
"261",0.120310323671648
"262",0.0962722199088324
"263",0.185108338800735
"264",0.340897545665328
"265",0.340897545665328
"266",0.340897545665328
"267",0.340897545665328
"268",0.148330420414888
"269",0.115462687817264
"270",0.322867191363614
"271",0.322867191363614
"272",0.100612851150825
"273",0.182292292935334
"274",0.158120763219714
"275",0.0504866821803247
"276",0.0413950108007172
"277",0.162059247939593
"278",0.162059247939593
"279",0.192824645883379
"280",0.161614818064186
"281",0.149666254014345
"282",0.149666254014345
"283",0.145851574978148
"284",0.291840293893374
"285",0.31938663262876
"286",0.1783968455819
"287",0.14204754108635
"288",0.105216410546987
"289",0.0976000406625246
"290",0.161571633279342
"291",0.101136301138222
"292",0.262051289403646
"293",0.0936913287161489
"294",0.192309103092348
"295",0.327670480512974
"296",0.327670480512974
"297",0.428875456119206
"298",0.0529107980038641
"299",0.117492948847475
"300",0.127552604210745
"301",0.216708726973414
"302",0.258581093017385
"303",0.322541834311541
"304",0.322541834311541
"305",0.0568585359691583
"306",0.121697611576633
"307",0.193278360883721
"308",0.262133285143246
"309",0.319000561065499
"310",0.264270716784826
"311",0.264270716784826
"312",0.160819621380116
"313",0.15108300570889
"314",0.15108300570889
"315",0.15108300570889
"316",0.236542777700958
"317",0.236542777700958
"318",0.236542777700958
"319",0.236542777700958
"320",0.236542777700958
"321",0.332691055237296
"322",0.332691055237296
"323",0.152104692048443
"324",0.149234093532717
"325",0.149234093532717
"326",0.22928595399621
"327",0.22928595399621
"328",0.22928595399621
"329",0.126603787258441
"330",0.0579403001519833
"331",0.217327571684614
"332",0.248873436263802
"333",0.248873436263802
"334",0.248873436263802
"335",0.248873436263802
"336",0.14238864173599
"337",0.14238864173599
"338",0.114937844771239
"339",0.179816403311292
"340",0.239824795315402
"341",0.239824795315402
"342",0.239824795315402
"343",0.279222698450182
"344",0.35559306027445
"345",0.35559306027445
"346",0.35559306027445
"347",0.15376675161655
"348",0.15376675161655
"349",0.15376675161655
"350",0.138444190356577
"351",0.138444190356577
"352",0.167883567150163
"353",0.310088303122455
"354",0.310088303122455
"355",0.310088303122455
"356",0.143574473239873
"357",0.161516454505553
"358",0.161516454505553
"359",0.355540933822167
"360",0.355540933822167
"361",0.169721084994378
"362",0.172161453387512
"363",0.162958336583071
"364",0.384289871425264
"365",0.384289871425264
"366",0.129859514313523
"367",0.112706721456123
"368",0.231136294405412
"369",0.231136294405412
"370",0.231136294405412
"371",0.225950112093893
"372",0.218975054512565
"373",0.218975054512565
"374",0.398399835741638
"375",0.398399835741638
"376",0.398399835741638
"377",0.398399835741638
"378",0.0660410500743834
"379",0.129503518495779
"380",0.101461321599926
"381",0.0266905979465174
"382",0.0299678084311262
"383",0.21360203875413
"384",0.0828962355906719
"385",0.135736994578823
"386",0.0956929585619096
"387",0.412628764862966
"388",0.412628764862966
"389",0.412628764862966
"390",0.412628764862966
"391",0.166544606128266
"392",0.106500580348748
"393",0.116729145061786
"394",0.162272127877655
"395",0.0953468735250989
"396",0.213983160664312
"397",0.13760150395613
"398",0.200759018475344
"399",0.200759018475344
"400",0.177982927925815
"401",0.135811383109686
"402",0.135811383109686
"403",0.135811383109686
"404",0.205567469307764
"405",0.202092591412395
"406",0.22503809990637
"407",0.247942829825126
"408",0.16629141617232
"409",0.0442756728245615
"410",0.22730828829125
"411",0.0925100916551116
"412",0.149012101408472
"413",0.178889558581011
"414",0.329365062680886
"415",0.329365062680886
"416",0.329365062680886
"417",0.293215220111703
"418",0.293215220111703
"419",0.241759710999361
"420",0.241759710999361
"421",0.360927014966419
"422",0.228929330581019
"423",0.117109461911873
"424",0.288285233696994
"425",0.288285233696994
"426",0.404705789986104
"427",0.404705789986104
"428",0.404705789986104
"429",0.0521869612960825
"430",0.0880230020994689
"431",0.352253291390215
"432",0.168998813825542
"433",0.141668109827842
"434",0.141668109827842
"435",0.0581588338296728
"436",0.23279081068658
"437",0.23279081068658
"438",0.316879750869162
"439",0.316879750869162
"440",0.181904700385753
"441",0.107743636421872
"442",0.0628258547757109
"443",0.189032709413199
"444",0.398318292071321
"445",0.398318292071321
"446",0.398318292071321
"447",0.398318292071321
"448",0.398318292071321
"449",0.398318292071321
"450",0.398318292071321
"451",0.0947934762101812
"452",0.157310359955361
"453",0.221378266894753
"454",0.276005710818892
"455",0.218080483649434
"456",0.198491282138807
"457",0.183343268844872
"458",0.188773757452067
"459",0.318185673446666
"460",0.0607710344336272
"461",0.250730076076822
"462",0.076056899187625
"463",0.20560246470571
"464",0.239805966455579
"465",0.302491900873909
"466",0.302491900873909
"467",0.302491900873909
"468",0.302491900873909
"469",0.1323713061849
"470",0.131874741668767
"471",0.227039716420987
"472",0.282701220976089
"473",0.282701220976089
"474",0.282701220976089
"475",0.200909335870998
"476",0.156189524209822
"477",0.122099502649674
"478",0.165349680882372
"479",0.233837700833711
"480",0.210946111596382
"481",0.0770847070140485
"482",0.153856891513864
"483",0.147974140014415
"484",0.0338703112355626
"485",0.164702260247901
"486",0.218972157907439
"487",0.0486292467384983
"488",0.205442457487698
"489",0.216591196087237
"490",0.147122371515414
"491",0.507939524983358
"492",0.507939524983358
"493",0.255090156882189
"494",0.123816513876512
"495",0.163311253539894
"496",0.231355197912539
"497",0.231355197912539
"498",0.262971242122189
"499",0.262971242122189
"500",0.302489968264237
"501",0.302489968264237
"502",0.188586648547366
"503",0.188586648547366
"504",0.238722265010604
"505",0.247801398869005
"506",0.168445024604811
"507",0.168445024604811
"508",0.195871997388159
"509",0.277627748100836
"510",0.161093645186036
"511",0.161093645186036
"512",0.259945520147149
"513",0.187815549787152
"514",0.187815549787152
"515",0.187815549787152
"516",0.109592777839609
"517",0.115709322414128
"518",0.199637864049377
"519",0.199637864049377
"520",0.14649180185583
"521",0.254021319857139
"522",0.226060876516867
"523",0.266785678416608
"524",0.241473312487898
